7366ae9f-199c-4400-bc64-ac590b253b2a::document:0:0	0
fb28d78f-517f-41c5-8c54-812c8cf2f3c6::document:0:0	0
e16a971f-23ce-42e4-81df-b2386126f8b3::document:0:0	0
2ca6dbbb-870c-4e34-8053-0ac2dbd850f5::document:0:0	0
736aae4c-7f6a-4877-99fb-4239a060bdef::document:0:0	0
0fad8086-b371-479e-a129-5084508a38be::document:0:0	0
bca37089-6eee-47d3-83b0-47946d124c1a::document:0:0	0
7390b8c7-a0f1-429d-a66d-2d3ba073cf9c::document:0:0	0
1bc0e653-300e-4478-927f-0aec297b2887::document:0:0	0
23b45c87-b77e-457a-a92f-d94b38369b45::document:0:0	0
e3886824-8eec-4a77-b87a-dec8bd586afb::document:0:0	0
73b292c3-c09b-4c57-a0af-43a71aa7d030::document:0:0	0
f0c64b3c-687a-4eed-a716-8a030ee86d73::document:0:0	0
c96f9739-4199-432e-ac57-48280b400323::document:0:0	0
fc436eac-5f56-4169-987f-511ec18d82b0::document:0:0	0
1221eb04-2a1f-4671-b15b-bba50f90b6ab::document:0:0	0
73b925ca-1558-4f35-a1e0-3d7c3ba84bb9::document:0:0	0
fe7d855e-c3e7-4e8f-a91c-ad881ee9a138::document:0:0	0
b1f33241-130e-4c4c-953d-9ec68a5c0c07::document:0:0	0
73d7ec6f-9c1c-4ce6-8bb9-b4ff544c44e8::document:0:0	0
2cb84370-15a7-463e-886b-a10227cad95e::document:0:0	0
73f5411e-2b48-421f-8012-8f57d4a8a840::document:0:0	0
eb431285-fc24-4a1c-9a05-deb2d1216913::document:0:0	0
d9057cb7-023d-4419-8712-d6c8200c7348::document:0:0	0
0fce0a18-33b8-4def-8a0e-05150d7ba030::document:0:0	0
f3f67eec-39a9-4e68-b3ff-8a7ed7b07578::document:0:0	0
74062510-d365-43c0-9d75-f73fde67b710::document:0:0	0
1bcd8648-8a80-47a3-82d4-38a4a594092f::document:0:0	0
d43d3a4b-8e31-4c63-952b-da7cc93ee5a2::document:0:0	0
74077b9a-1d10-4f4a-a3a5-e17cdfc3ecfe::document:0:0	0
741f133c-4ecf-4015-9048-cf698003d892::document:0:0	0
745f6002-7cd3-438b-a4a5-d356815dbc65::document:0:0	0
bcc13b95-ad66-47c0-809c-5e6932bcc835::document:0:0	0
a24c965c-06d1-4a9e-abf1-aba00eaddb8d::document:0:0	0
ad7560c2-2948-4a3e-b86d-894adee2bb58::document:0:0	0
8791cc72-b7ad-4c4d-ab64-0cf54fa344a4::document:0:0	0
bceefe69-a69d-473e-bf07-e8ae276bcf32::document:0:0	0
b0698cc9-a75f-4ecd-b2d6-66d67f16cc39::document:0:0	0
0ac61043-9328-4c36-93ec-dade28af67b7::document:0:0	0
0fd859d6-e82c-4928-8d6b-9ab1c27d1993::document:0:0	0
dbffa9b9-2d36-4b15-8da0-d6ae14a183d9::document:0:0	0
f9ca751d-1289-4fec-a47c-04b3f01396fa::document:0:0	0
74b12119-51d3-40cd-bc85-db2b3a16cd6c::document:0:0	0
1c13485a-c206-4a7f-8254-cc27bed3c67f::document:0:0	0
98faf5fb-1dfd-4ad1-ae2c-d97119c999bd::document:0:0	0
d7b00a19-39ea-4922-ab37-509fc4aacded::document:0:0	0
74b293ec-48a2-44ae-ace9-a6eae8056278::document:0:0	0
