Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Transistor Type","Current - Collector (Ic) (Max)","Voltage - Collector Emitter Breakdown (Max)","Resistor - Base (R1) (Ohms)","Vce Saturation (Max) @ Ib, Ic","Current - Collector Cutoff (Max)","Resistor - Emitter Base (R2) (Ohms)","DC Current Gain (hFE) (Min) @ Ic, Vce","Power - Max","Frequency - Transition","Operating Temperature","Mounting Type","Package / Case","Supplier Device Package"
http://www.semicon.sanken-ele.co.jp/sk_content/2sc4388_ds_en.pdf,-,2SC4388-ND,2SC4388,Sanken,TRANS NPN 180V 15A TO3PF,0,0,"1.99500","0","2160","Bulk","-","Active","NPN","15A","180V","2V @ 500mA, 5A","10µA (ICBO)","50 @ 3A, 4V","85W","20MHz","150°C (TJ)","Through Hole","TO-3P-3 Full Pack","TO-3PF"
http://www.semicon.sanken-ele.co.jp/sk_content/2sa1493_ds_en.pdf,//media.digikey.com/Photos/Sanken%20Photos/3-ESIP.jpg,2SA1493-ND,2SA1493,Sanken,TRANS PNP 200V 15A MT200,0,0,"2.07000","0","750","Bulk","-","Active","PNP","15A","200V","3V @ 1A, 10A","100µA (ICBO)","50 @ 5A, 4V","150W","20MHz","150°C (TJ)","Through Hole","3-ESIP","MT-200"
http://www.semicon.sanken-ele.co.jp/sk_content/2sb1648_ds_en.pdf,//media.digikey.com/Photos/Sanken%20Photos/3-ESIP.jpg,2SB1648-ND,2SB1648,Sanken,TRANS PNP DARL 150V 17A MT200,0,0,"2.11500","0","750","Bulk","-","Active","PNP - Darlington","17A","150V","2.5V @ 1.2A, 6A","100µA (ICBO)","5000 @ 10A, 4V","200W","45MHz","150°C (TJ)","Through Hole","3-ESIP","MT-200"
http://www.st.com/content/ccc/resource/technical/document/datasheet/3d/6d/7c/e8/c5/73/42/58/CD00001493.pdf/files/CD00001493.pdf/jcr:content/translations/en.CD00001493.pdf,//media.digikey.com/Renders/STMicro%20Renders/TO-247-3.jpg,497-2544-5-ND,BUV48A,STMicroelectronics,TRANS NPN 450V 15A TO-247,0,0,"2.20613","0","600","Tube","-","Active","NPN","15A","450V","5V @ 2.4A, 12A","200µA","8 @ 8A, 5V","125W","-","150°C (TJ)","Through Hole","TO-247-3","TO-247-3"
http://www.semicon.sanken-ele.co.jp/sk_content/2sb1649_ds_en.pdf,-,2SB1649-ND,2SB1649,Sanken,TRANS PNP DARL 150V 15A TO3PF,0,0,"2.28760","0","2160","Bulk","-","Active","PNP - Darlington","15A","150V","2.5V @ 10mA, 10A","100µA (ICBO)","5000 @ 10A, 4V","85W","45MHz","150°C (TJ)","Through Hole","TO-3P-3 Full Pack","TO-3PF"
-,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",MPS3415-ND,MPS3415,Central Semiconductor Corp,TRANS NPN 25V 0.5A TO-92,0,0,"2.31250","0","400","Bulk","-","Active","NPN","500mA","25V","300mV @ 3mA, 50mA","100nA (ICBO)","180 @ 2mA, 4.5V","625mW","-","-65°C ~ 150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92"
https://www.fairchildsemi.com/datasheets/FJ/FJL4215.pdf,//media.digikey.com/photos/Fairchild%20Semi%20Photos/FJL4215OTU.JPG,FJL4215OTU-ND,FJL4215OTU,Fairchild Semiconductor,TRANS PNP 250V 17A TO264,9,0,"2.50000","0","1","Tube","-","Active","PNP","17A","250V","3V @ 800mA, 8A","5µA (ICBO)","80 @ 1A, 5V","150W","30MHz","-50°C ~ 150°C (TJ)","Through Hole","TO-264-3, TO-264AA","TO-264"
https://toshiba.semicon-storage.com/info/docget.jsp?did=510&prodName=TTC0002,-,TTC0002(Q)-ND,TTC0002(Q),Toshiba Semiconductor and Storage,TRANS NPN 160V 18A TO-3PL,0,0,"2.50720","0","100","Bulk","-","Active","NPN","18A","160V","2V @ 900mA, 9A","1µA (ICBO)","80 @ 1A, 5V","180W","30MHz","150°C (TJ)","Through Hole","TO-3PL","TO-3P(L)"
https://toshiba.semicon-storage.com/info/docget.jsp?did=500&prodName=TTA0002,-,TTA0002(Q)-ND,TTA0002(Q),Toshiba Semiconductor and Storage,TRANS PNP 160V 18A TO-3PL,0,0,"2.55840","0","100","Bulk","-","Active","PNP","18A","160V","2V @ 900mA, 9A","1µA (ICBO)","80 @ 1A, 5V","180W","30MHz","150°C (TJ)","Through Hole","TO-3PL","TO-3P(L)"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SB0947.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-220AB.jpg,2SB0947AP-ND,2SB0947AP,Panasonic Electronic Components,TRANS PNP 40V 10A TO-220F,10,0,"3.06000","0","1","Bulk","-","Obsolete","PNP","10A","40V","600mV @ 230mA, 7A","50µA (ICBO)","130 @ 2A, 2V","2W","150MHz","150°C (TJ)","Through Hole","TO-220-3 Full Pack","TO-220F-A1"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SD2064.pdf,//media.digikey.com/photos/Panasonic%20Photos/2SD20640S.JPG,2SD20640S-ND,2SD20640S,Panasonic Electronic Components,TRANS NPN 120V 6A TOP-3F,20,0,"3.28000","0","1","Bulk","-","Obsolete","NPN","6A","120V","2V @ 400mA, 4A","50µA (ICBO)","80 @ 1A, 5V","3W","20MHz","150°C (TJ)","Through Hole","TOP-3F","TOP-3F-A1"
http://www.st.com/content/ccc/resource/technical/document/datasheet/64/5b/ea/65/52/ee/49/dc/CD00052299.pdf/files/CD00052299.pdf/jcr:content/translations/en.CD00052299.pdf,//media.digikey.com/photos/STMicro%20Photos/497-ISOWATT218FX%20SERIES.JPG,497-4646-5-ND,HD1750FX,STMicroelectronics,TRANS NPN 800V 24A ISOWATT218,19,0,"3.62000","0","1","Tube","-","Active","NPN","24A","800V","3V @ 3A, 12A","200µA","6.5 @ 12A, 5V","75W","-","150°C (TJ)","Through Hole","ISOWATT218FX","ISOWATT-218FX"
http://www.microsemi.com/document-portal/doc_download/8896-lds-0059-pdf,-,2N2907AL-ND,2N2907AL,Microsemi Corporation,TRANS PNP 60V 0.6A TO-18,0,0,"4.81751","0","213","Bulk","-","Active","PNP","600mA","60V","1.6V @ 50mA, 500mA","50nA","100 @ 150mA, 10V","500mW","-","-65°C ~ 200°C (TJ)","Through Hole","TO-206AA, TO-18-3 Metal Can","TO-18"
-,//media.digikey.com/Photos/Microsemi%20Photos/JANTX2N4xxx.JPG,1086-15179-ND,2N2222A,Microsemi IRE Division,TRANS NPN 50V 0.8A TO-18,0,0,"4.84824","0","233","Bulk","-","Active","NPN","800mA","50V","1V @ 50mA, 500mA","50nA","100 @ 150mA, 10V","500mW","-","-65°C ~ 200°C (TJ)","Through Hole","TO-206AA, TO-18-3 Metal Can","TO-18"
http://www.microsemi.com/document-portal/doc_download/8917-lds-0091-pdf,-,1086-20662-ND,JAN2N2218,Microsemi IRE Division,TRANS NPN 30V 0.8A TO39,0,0,"5.07377","0","223","Bulk","Military, MIL-PRF-19500/251","Active","NPN","800mA","30V","1.6V @ 50mA, 500mA","10nA","40 @ 150mA, 10V","800mW","-","-55°C ~ 200°C (TJ)","Through Hole","TO-205AD, TO-39-3 Metal Can","TO-39 (TO-205AD)"
http://www.microsemi.com/document-portal/doc_download/8898-lds-0060-pdf,//media.digikey.com/Photos/Microsemi%20Photos/JANTX2N4xxx.JPG,1086-3052-ND,JANTXV2N2222A,Microsemi IRE Division,TRANS NPN 50V 0.8A,0,0,"5.14250","0","364","Bulk","Military, MIL-PRF-19500/255","Active","NPN","800mA","50V","1V @ 50mA, 500mA","50nA","100 @ 150mA, 10V","500mW","-","-65°C ~ 200°C (TJ)","Through Hole","TO-206AA, TO-18-3 Metal Can","TO-18 (TO-206AA)"
http://www.onsemi.com/pub_link/Collateral/MJD44H11-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/DPAK_369C.jpg,NJVMJD44H11D3T4G-ND,NJVMJD44H11D3T4G,ON Semiconductor,IC TRANS NPN 80V 8A DPAK-3,0,10000,"5.20000","0","2500","Tape & Reel (TR)","-","Active","NPN","8A","80V","1V @ 400mA, 8A","1µA","40 @ 4A, 1V","20W","85MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-252-3, DPak (2 Leads + Tab), SC-63","DPAK"
http://www.onsemi.com/pub_link/Collateral/MJD44H11-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/DPAK_369C.jpg,NJVMJD45H11D3T4G-ND,NJVMJD45H11D3T4G,ON Semiconductor,IC TRANS PNP 80V 8A DPAK-3,0,52500,"5.20000","0","2500","Tape & Reel (TR)","-","Active","PNP","8A","80V","1V @ 400mA, 8A","1µA","40 @ 4A, 1V","20W","90MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-263-3, D²Pak (2 Leads + Tab), TO-263AB","DPAK"
http://www.microsemi.com/document-portal/doc_download/8896-lds-0059-pdf,//media.digikey.com/Photos/Microsemi%20Photos/JANTX2N4xxx.JPG,1086-2336-ND,JAN2N2907A,Microsemi IRE Division,TRANS PNP 60V 0.6A TO18,0,0,"5.27067","0","194","Bulk","Military, MIL-PRF-19500/291","Active","PNP","600mA","60V","1.6V @ 50mA, 500mA","50nA","100 @ 150mA, 10V","500mW","-","-65°C ~ 200°C (TJ)","Through Hole","TO-206AA, TO-18-3 Metal Can","TO-18 (TO-206AA)"
http://www.microsemi.com/document-portal/doc_download/8896-lds-0059-pdf,-,1086-2337-ND,JAN2N2907AL,Microsemi IRE Division,TRANS PNP 60V 0.6A 4UA,0,0,"5.29098","0","193","Bulk","Military, MIL-PRF-19500/291","Active","PNP","600mA","60V","1.6V @ 50mA, 500mA","50nA","100 @ 150mA, 10V","500mW","-","-65°C ~ 200°C (TJ)","Surface Mount","4-SMD, No Lead","UA"
http://www.microsemi.com/document-portal/doc_download/8898-lds-0060-pdf,//media.digikey.com/Photos/Microsemi%20Photos/JANTX2N4xxx.JPG,1086-2323-ND,JAN2N2222A,Microsemi IRE Division,TRANS NPN 50V 0.8A,0,0,"5.29925","0","213","Bulk","Military, MIL-PRF-19500/255","Active","NPN","800mA","50V","1V @ 50mA, 500mA","50nA","100 @ 150mA, 10V","500mW","-","-65°C ~ 200°C (TJ)","Through Hole","TO-206AA, TO-18-3 Metal Can","TO-218"
http://www.microsemi.com/document-portal/doc_download/8896-lds-0059-pdf,//media.digikey.com/Photos/Microsemi%20Photos/JANTX2N4xxx.JPG,1086-3064-ND,JANTXV2N2907A,Microsemi IRE Division,TRANS PNP 60V 0.6A TO18,0,0,"5.32949","0","351","Bulk","Military, MIL-PRF-19500/291","Active","PNP","600mA","60V","1.6V @ 50mA, 500mA","50nA","100 @ 150mA, 10V","500mW","-","-65°C ~ 200°C (TJ)","Through Hole","TO-206AA, TO-18-3 Metal Can","TO-18"
http://www.microsemi.com/document-portal/doc_download/8917-lds-0091-pdf,-,1086-20663-ND,JANTX2N2218,Microsemi IRE Division,TRANS NPN 30V 0.8A TO39,0,0,"6.06429","0","168","Bulk","Military, MIL-PRF-19500/251","Active","NPN","800mA","30V","1.6V @ 50mA, 500mA","10nA","40 @ 150mA, 10V","800mW","-","-55°C ~ 200°C (TJ)","Through Hole","TO-205AD, TO-39-3 Metal Can","TO-39 (TO-205AD)"
http://www.microsemi.com/document-portal/doc_download/8917-lds-0091-pdf,-,1086-20664-ND,JANTXV2N2218,Microsemi IRE Division,TRANS NPN 30V 0.8A TO39,0,0,"6.35800","0","295","Bulk","Military, MIL-PRF-19500/251","Active","NPN","800mA","30V","1.6V @ 50mA, 500mA","10nA","40 @ 150mA, 10V","800mW","-","-55°C ~ 200°C (TJ)","Through Hole","TO-205AD, TO-39-3 Metal Can","TO-39 (TO-205AD)"
https://www.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=LSSGP082.PDF,//media.digikey.com/Photos/Central%20Semiconductor%20Corp/TO-204AA%20TO-3.JPG,2N5301-ND,2N5301,Central Semiconductor Corp,TRANS NPN 40V 30A TO-3,16,0,"6.38000","0","1","Tube","-","Active","NPN","30A","40V","-","-","-","200W","4MHz","-","Through Hole","TO-204AA, TO-3","TO-3"
http://www.diodes.com/_files/datasheets/ZTX415.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",ZTX415STZ-ND,ZTX415STZ,Diodes Incorporated,TRANS NPN 100V 0.5A E-LINE,0,0,"6.55360","0","2000","Tape & Box (TB)","-","Active","NPN - Avalanche Mode","500mA","100V","500mV @ 1mA, 10mA","100nA (ICBO)","25 @ 10mA, 10V","680mW","40MHz","-55°C ~ 175°C (TJ)","Through Hole","E-Line-3, Formed Leads","E-Line (TO-92 compatible)"
http://www.microsemi.com/document-portal/doc_download/6146-2n930-pdf,-,2N930-ND,2N930,Microsemi Corporation,TRANS NPN 45V 0.03A TO18,0,0,"7.21504","0","129","Bulk","-","Active","NPN","30mA","45V","1V @ 500µA, 10mA","2nA","100 @ 10µA, 5V","300mW","-","-55°C ~ 200°C (TJ)","Through Hole","TO-206AA, TO-18-3 Metal Can","TO-18 (TO-206AA)"
http://www.st.com/content/ccc/resource/technical/document/datasheet/19/ad/b9/cf/78/64/48/51/CD00002855.pdf/files/CD00002855.pdf/jcr:content/translations/en.CD00002855.pdf,//media.digikey.com/Renders/STMicro%20Renders/TO-247-3.jpg,497-7213-5-ND,BUT70W,STMicroelectronics,TRANS NPN 125V 32A TO-247,0,0,"7.39350","0","600","Tube","-","Active","NPN","32A","125V","900mV @ 7A, 70A","-","-","200W","-","150°C (TJ)","Through Hole","TO-247-3","TO-247-3"
http://www.microsemi.com/document-portal/doc_download/6091-2n5581-pdf,-,1086-21056-ND,JAN2N5581,Microsemi IRE Division,TRANS NPN 50V 0.8A TO46,0,0,"7.67195","0","133","Bulk","Military, MIL-PRF-19500/423","Active","NPN","800mA","50V","1V @ 50mA, 500mA","10µA (ICBO)","40 @ 150mA, 10V","500mW","-","-55°C ~ 200°C (TJ)","Through Hole","TO-206AB, TO-46-3 Metal Can","TO-46 (TO-206AB)"
-,-,1086-21129-ND,2N930A,Microsemi IRE Division,TRANS NPN 45V 0.03A TO18,0,0,"7.93651","0","129","*","Active"
http://www.microsemi.com/document-portal/doc_download/8893-lds-0057-pdf,//media.digikey.com/Photos/Microsemi%20Photos/JANTX2N4xxx.JPG,1086-2679-ND,JANTX2N2369A,Microsemi IRE Division,TRANS NPN 15V TO18,0,0,"8.34352","0","122","Bulk","Military, MIL-PRF-19500/317","Active","NPN","-","15V","450mV @ 10mA, 100mA","400nA","20 @ 100mA, 1V","360mW","-","-65°C ~ 200°C (TJ)","Through Hole","TO-206AA, TO-18-3 Metal Can","TO-18 (TO-206AA)"
http://www.microsemi.com/document-portal/doc_download/8898-lds-0060-pdf,-,2N2222AL-ND,2N2222AL,Microsemi Corporation,TRANS NPN 50V 0.8A TO-18,0,0,"8.39901","0","111","Bulk","-","Active","NPN","800mA","50V","1V @ 50mA, 500mA","50nA","100 @ 150mA, 10V","500mW","-","-65°C ~ 200°C (TJ)","Through Hole","TO-206AA, TO-18-3 Metal Can","TO-18"
