Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Transistor Type","Current - Collector (Ic) (Max)","Voltage - Collector Emitter Breakdown (Max)","Resistor - Base (R1) (Ohms)","Vce Saturation (Max) @ Ib, Ic","Current - Collector Cutoff (Max)","Resistor - Emitter Base (R2) (Ohms)","DC Current Gain (hFE) (Min) @ Ic, Vce","Power - Max","Frequency - Transition","Operating Temperature","Mounting Type","Package / Case","Supplier Device Package"
http://www.diodes.com/_files/datasheets/ZXTCM322.pdf,//media.digikey.com/photos/Zetex%20Photos/ZXTCM322TA.JPG,ZXTCM322TR-ND,ZXTCM322TA,Diodes Incorporated,TRANS NPN 50V 4A 3MLP,0,0,"Call","0","3000","Tape & Reel (TR)","-","Obsolete","NPN","4A","50V","320mV @ 200mA, 4A","25nA","100 @ 2A, 2V","3W","165MHz","-55°C ~ 150°C (TJ)","Surface Mount","3-PowerSMD, Flat Leads","3-MLP/DFN (2x2)"
http://www.diodes.com/_files/datasheets/ZXTCM322.pdf,//media.digikey.com/photos/Zetex%20Photos/ZXTCM322TA.JPG,ZXTCM322CT-ND,ZXTCM322TA,Diodes Incorporated,TRANS NPN 50V 4A 3MLP,0,0,"Call","0","1","Cut Tape (CT)","-","Obsolete","NPN","4A","50V","320mV @ 200mA, 4A","25nA","100 @ 2A, 2V","3W","165MHz","-55°C ~ 150°C (TJ)","Surface Mount","3-PowerSMD, Flat Leads","3-MLP/DFN (2x2)"
http://www.diodes.com/_files/datasheets/ZXTCM322.pdf,//media.digikey.com/photos/Zetex%20Photos/ZXTCM322TA.JPG,ZXTCM322DKR-ND,ZXTCM322TA,Diodes Incorporated,TRANS NPN 50V 4A 3MLP,0,0,"Calculate","0","1","Digi-Reel®","-","Obsolete","NPN","4A","50V","320mV @ 200mA, 4A","25nA","100 @ 2A, 2V","3W","165MHz","-55°C ~ 150°C (TJ)","Surface Mount","3-PowerSMD, Flat Leads","3-MLP/DFN (2x2)"
http://www.diodes.com/_files/datasheets/ZXTN5551Z.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT89-3L.jpg,ZXTN5551ZCT-ND,ZXTN5551ZTA,Diodes Incorporated,TRANS NPN 160V 0.6A SOT89,0,0,"Call","0","1","Cut Tape (CT)","-","Discontinued","NPN","600mA","160V","200mV @ 5mA, 50mA","50nA (ICBO)","80 @ 10mA, 5V","1.2W","130MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
http://www.diodes.com/_files/datasheets/ZXTN5551Z.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT89-3L.jpg,ZXTN5551ZDKR-ND,ZXTN5551ZTA,Diodes Incorporated,TRANS NPN 160V 0.6A SOT89,0,0,"Calculate","0","1","Digi-Reel®","-","Discontinued","NPN","600mA","160V","200mV @ 5mA, 50mA","50nA (ICBO)","80 @ 10mA, 5V","1.2W","130MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/2ST5949.pdf,//media.digikey.com/photos/STMicro%20Photos/TO-3.jpg,497-6953-ND,2ST5949,STMicroelectronics,TRANS NPN 250V 17A TO-3,0,0,"Call","0","400","Bulk","-","Obsolete","NPN","17A","250V","3V @ 800mA, 8A","5µA (ICBO)","80 @ 1A, 5V","250W","25MHz","150°C (TJ)","Chassis Mount","TO-204AA, TO-3","TO-3"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/2STC5948.pdf,"//media.digikey.com/Renders/On%20Semi%20Renders/TO-3P-3,TO-247-3.jpg",497-6958-5-ND,2STC5948,STMicroelectronics,TRANS NPN 250V 17A TO-3P,0,0,"Call","0","600","Tube","-","Obsolete","NPN","17A","250V","3V @ 800mA, 8A","5µA (ICBO)","80 @ 1A, 5V","200W","25MHz","150°C (TJ)","Through Hole","TO-3P-3, SC-65-3","TO-3P"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/2STC5949.pdf,//media.digikey.com/photos/STMicro%20Photos/2STC5200.JPG,497-6959-5-ND,2STC5949,STMicroelectronics,TRANS NPN 250V 17A TO-264,0,0,"Call","0","350","Tube","-","Obsolete","NPN","17A","250V","3V @ 800mA, 8A","5µA (ICBO)","80 @ 1A, 5V","220W","25MHz","150°C (TJ)","Through Hole","TO-264-3, TO-264AA","TO-264"
"//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/BD707-09,BD711-12.pdf",//media.digikey.com/photos/STMicro%20Photos/t820t-6i.JPG,497-6963-5-ND,BD711,STMicroelectronics,TRANS NPN 100V 12A TO-220,0,0,"Call","0","2000","Tube","-","Obsolete","NPN","12A","100V","1V @ 400mA, 4A","100mA","15 @ 4A, 4V","75W","3MHz","150°C (TJ)","Through Hole","TO-220-3","TO-220AB"
http://www.st.com/content/ccc/resource/technical/document/datasheet/15/6f/c3/01/77/2c/4a/47/CD00003120.pdf/files/CD00003120.pdf/jcr:content/translations/en.CD00003120.pdf,//media.digikey.com/photos/STMicro%20Photos/ST13003-K.JPG,497-6999-ND,ST93003,STMicroelectronics,TRANS PNP 400V 1.5A SOT-32,0,0,"Call","0","2500","Bulk","-","Obsolete","PNP","1.5A","400V","500mV @ 100mA, 500mA","1mA","16 @ 350mA, 5V","40W","-","-","Through Hole","TO-225AA, TO-126-3","SOT-32-3"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/BCP52-16.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT223-3L.jpg,497-7165-2-ND,BCP52-16,STMicroelectronics,TRANS PNP 60V 1A SOT-223,0,0,"Call","0","5000","Tape & Reel (TR)","-","Obsolete","PNP","1A","60V","500mV @ 50mA, 500mA","100nA (ICBO)","100 @ 150mA, 2V","1.4W","50MHz","150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/BCP52-16.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT223-3L.jpg,497-7165-1-ND,BCP52-16,STMicroelectronics,TRANS PNP 60V 1A SOT-223,0,0,"Call","0","1","Cut Tape (CT)","-","Obsolete","PNP","1A","60V","500mV @ 50mA, 500mA","100nA (ICBO)","100 @ 150mA, 2V","1.4W","50MHz","150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/BCP52-16.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT223-3L.jpg,497-7165-6-ND,BCP52-16,STMicroelectronics,TRANS PNP 60V 1A SOT-223,0,0,"Calculate","0","1","Digi-Reel®","-","Obsolete","PNP","1A","60V","500mV @ 50mA, 500mA","100nA (ICBO)","100 @ 150mA, 2V","1.4W","50MHz","150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/2STF1340.pdf,//media.digikey.com/photos/STMicro%20Photos/497-SOT-89%20SERIES.JPG,497-7060-2-ND,2STF1340,STMicroelectronics,TRANS NPN 40V 3A SOT-89,0,0,"Call","0","7500","Tape & Reel (TR)","-","Obsolete","NPN","3A","40V","350mV @ 150mA, 3A","100nA (ICBO)","180 @ 1A, 2V","1.4W","100MHz","150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/2STF1340.pdf,//media.digikey.com/photos/STMicro%20Photos/497-SOT-89%20SERIES.JPG,497-7060-1-ND,2STF1340,STMicroelectronics,TRANS NPN 40V 3A SOT-89,0,0,"Call","0","1","Cut Tape (CT)","-","Obsolete","NPN","3A","40V","350mV @ 150mA, 3A","100nA (ICBO)","180 @ 1A, 2V","1.4W","100MHz","150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/2STF1340.pdf,//media.digikey.com/photos/STMicro%20Photos/497-SOT-89%20SERIES.JPG,497-7060-6-ND,2STF1340,STMicroelectronics,TRANS NPN 40V 3A SOT-89,0,0,"Calculate","0","1","Digi-Reel®","-","Obsolete","NPN","3A","40V","350mV @ 150mA, 3A","100nA (ICBO)","180 @ 1A, 2V","1.4W","100MHz","150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
"//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/STF,STN724.pdf",//media.digikey.com/Renders/Diodes%20Renders/SOT223-3L.jpg,497-7494-2-ND,STN724,STMicroelectronics,TRANS NPN 30V 3A SOT-223,0,0,"Call","0","6000","Tape & Reel (TR)","-","Obsolete","NPN","3A","30V","1.1V @ 150mA, 3A","100µA","100 @ 100mA, 2V","1.6W","100MHz","-","Surface Mount","TO-261-4, TO-261AA","SOT-223"
"//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/STF,STN724.pdf",//media.digikey.com/Renders/Diodes%20Renders/SOT223-3L.jpg,497-7494-1-ND,STN724,STMicroelectronics,TRANS NPN 30V 3A SOT-223,0,0,"Call","0","1","Cut Tape (CT)","-","Obsolete","NPN","3A","30V","1.1V @ 150mA, 3A","100µA","100 @ 100mA, 2V","1.6W","100MHz","-","Surface Mount","TO-261-4, TO-261AA","SOT-223"
"//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/STF,STN724.pdf",//media.digikey.com/Renders/Diodes%20Renders/SOT223-3L.jpg,497-7494-6-ND,STN724,STMicroelectronics,TRANS NPN 30V 3A SOT-223,0,0,"Calculate","0","1","Digi-Reel®","-","Obsolete","NPN","3A","30V","1.1V @ 150mA, 3A","100µA","100 @ 100mA, 2V","1.6W","100MHz","-","Surface Mount","TO-261-4, TO-261AA","SOT-223"
"//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/BDW83C,%20BDW84C.pdf",//media.digikey.com/photos/STMicro%20Photos/TO-218.jpg,BDW83C-TO218-ND,BDW83C-TO218,STMicroelectronics,TRANS NPN DARL 100V 15A TO-218,0,0,"Call","0","600","Tube","-","Discontinued","NPN - Darlington","15A","100V","4V @ 150mA, 15A","1mA","750 @ 6A, 3V","130W","-","150°C (TJ)","Through Hole","TO-218-3, TO-218AC","TO-218"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SA2161G.pdf,//media.digikey.com/Renders/Panasonic%20Renders/SMINI3-F1.jpg,2SA2161G0LTR-ND,2SA2161G0L,Panasonic Electronic Components,TRANS PNP 12V 0.5A SSMINI3P,0,0,"Call","0","3000","Tape & Reel (TR)","-","Obsolete","PNP","500mA","12V","250mV @ 10mA, 200mA","100nA (ICBO)","270 @ 10mA, 2V","125mW","200MHz","125°C (TJ)","Surface Mount","SC-89, SOT-490","SSMini3-F3"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SA2161G.pdf,//media.digikey.com/Renders/Panasonic%20Renders/SMINI3-F1.jpg,2SA2161G0LCT-ND,2SA2161G0L,Panasonic Electronic Components,TRANS PNP 12V 0.5A SSMINI3P,0,0,"Call","0","1","Cut Tape (CT)","-","Obsolete","PNP","500mA","12V","250mV @ 10mA, 200mA","100nA (ICBO)","270 @ 10mA, 2V","125mW","200MHz","125°C (TJ)","Surface Mount","SC-89, SOT-490","SSMini3-F3"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SA2161G.pdf,//media.digikey.com/Renders/Panasonic%20Renders/SMINI3-F1.jpg,2SA2161G0LDKR-ND,2SA2161G0L,Panasonic Electronic Components,TRANS PNP 12V 0.5A SSMINI3P,0,0,"Calculate","0","1","Digi-Reel®","-","Obsolete","PNP","500mA","12V","250mV @ 10mA, 200mA","100nA (ICBO)","270 @ 10mA, 2V","125mW","200MHz","125°C (TJ)","Surface Mount","SC-89, SOT-490","SSMini3-F3"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SB0766G.pdf,//media.digikey.com/Renders/Panasonic%20Renders/MINIP3-F2-B.jpg,2SB0766GRLTR-ND,2SB0766GRL,Panasonic Electronic Components,TRANS PNP 50V 1A MINI-PWR,0,0,"Call","0","1000","Tape & Reel (TR)","-","Obsolete","PNP","1A","50V","400mV @ 50mA, 500mA","100nA (ICBO)","120 @ 500mA, 10V","1W","200MHz","150°C (TJ)","Surface Mount","TO-243AA","MiniP3-F2"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SB0766G.pdf,//media.digikey.com/Renders/Panasonic%20Renders/MINIP3-F2-B.jpg,2SB0766GRLCT-ND,2SB0766GRL,Panasonic Electronic Components,TRANS PNP 50V 1A MINI-PWR,0,0,"Call","0","1","Cut Tape (CT)","-","Obsolete","PNP","1A","50V","400mV @ 50mA, 500mA","100nA (ICBO)","120 @ 500mA, 10V","1W","200MHz","150°C (TJ)","Surface Mount","TO-243AA","MiniP3-F2"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SB0766G.pdf,//media.digikey.com/Renders/Panasonic%20Renders/MINIP3-F2-B.jpg,2SB0766GRLDKR-ND,2SB0766GRL,Panasonic Electronic Components,TRANS PNP 50V 1A MINI-PWR,0,0,"Calculate","0","1","Digi-Reel®","-","Obsolete","PNP","1A","50V","400mV @ 50mA, 500mA","100nA (ICBO)","120 @ 500mA, 10V","1W","200MHz","150°C (TJ)","Surface Mount","TO-243AA","MiniP3-F2"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SC5846G_discon.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SC-59-3_SMD3.jpg,2SC5846G0LTR-ND,2SC5846G0L,Panasonic Electronic Components,TRANS NPN 50V 0.1A SSSMINI3P,0,0,"Call","0","10000","Tape & Reel (TR)","-","Obsolete","NPN","100mA","50V","300mV @ 10mA, 100mA","100µA","180 @ 2mA, 10V","100mW","100MHz","125°C (TJ)","Surface Mount","SOT-723","SSSMini3-F2"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SC5846G_discon.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SC-59-3_SMD3.jpg,2SC5846G0LCT-ND,2SC5846G0L,Panasonic Electronic Components,TRANS NPN 50V 0.1A SSSMINI3P,0,0,"Call","0","1","Cut Tape (CT)","-","Obsolete","NPN","100mA","50V","300mV @ 10mA, 100mA","100µA","180 @ 2mA, 10V","100mW","100MHz","125°C (TJ)","Surface Mount","SOT-723","SSSMini3-F2"
