Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Transistor Type","Current - Collector (Ic) (Max)","Voltage - Collector Emitter Breakdown (Max)","Resistor - Base (R1) (Ohms)","Vce Saturation (Max) @ Ib, Ic","Current - Collector Cutoff (Max)","Resistor - Emitter Base (R2) (Ohms)","DC Current Gain (hFE) (Min) @ Ic, Vce","Power - Max","Frequency - Transition","Operating Temperature","Mounting Type","Package / Case","Supplier Device Package"
http://www.onsemi.com/pub_link/Collateral/BD676-D.PDF,//media.digikey.com/Photos/On%20Semi%20Photos/TO-225AA%20(2).JPG,BD676A-ND,BD676A,ON Semiconductor,TRANS PNP DARL 45V 4A TO225,0,0,"Call","0","2000","Bulk","-","Obsolete","PNP - Darlington","4A","45V","2.8V @ 40mA, 2A","500µA","750 @ 2A, 3V","40W","-","-55°C ~ 150°C (TJ)","Through Hole","TO-225AA, TO-126-3","TO-225AA"
http://www.onsemi.com/pub_link/Collateral/BD676-D.PDF,//media.digikey.com/Photos/On%20Semi%20Photos/TO-225AA%20(2).JPG,BD682TG-ND,BD682TG,ON Semiconductor,TRANS PNP DARL 100V 4A TO225,0,0,"Call","0","1900","Tube","-","Obsolete","PNP - Darlington","4A","100V","2.5V @ 30mA, 1.5A","500µA","750 @ 1.5A, 3V","40W","-","-55°C ~ 150°C (TJ)","Through Hole","TO-225AA, TO-126-3","TO-225AA"
http://www.onsemi.com/pub_link/Collateral/BD787-D.PDF,//media.digikey.com/Photos/On%20Semi%20Photos/TO-225AA%20(2).JPG,BD787-ND,BD787,ON Semiconductor,TRANS NPN 60V 4A TO-225,0,0,"Call","0","2500","Bulk","-","Obsolete","NPN","4A","60V","2.5V @ 800mA, 4A","100µA","40 @ 200mA, 3V","15W","50MHz","-65°C ~ 150°C (TJ)","Through Hole","TO-225AA, TO-126-3","TO-225AA"
http://www.onsemi.com/pub_link/Collateral/BD787-D.PDF,//media.digikey.com/Photos/On%20Semi%20Photos/TO-225AA%20(2).JPG,BD788-ND,BD788,ON Semiconductor,TRANS PNP 60V 4A TO-225,0,0,"Call","0","2500","Bulk","-","Obsolete","PNP","4A","60V","2.5V @ 800mA, 4A","100µA","40 @ 200mA, 3V","15W","50MHz","-65°C ~ 150°C (TJ)","Through Hole","TO-225AA, TO-126-3","TO-225AA"
http://www.onsemi.com/pub_link/Collateral/BD809-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/TO-220-3.jpg,BD810-ND,BD810,ON Semiconductor,TRANS PNP 80V 10A TO-220AB,0,0,"Call","0","850","Tube","-","Obsolete","PNP","10A","80V","1.1V @ 300mA, 3A","1mA (ICBO)","15 @ 4A, 2V","90W","1.5MHz","-55°C ~ 150°C (TJ)","Through Hole","TO-220-3","TO-220AB"
http://www.onsemi.com/pub_link/Collateral/BDC01D-D.PDF,"//media.digikey.com/Renders/On%20Semi%20Renders/TO-92-3(LongBody),TO-226_bentlead.jpg",BDC01DRL1G-ND,BDC01DRL1G,ON Semiconductor,TRANS NPN 100V 0.5A TO-92,0,0,"Call","0","10000","Tape & Reel (TR)","-","Obsolete","NPN","500mA","100V","700mV @ 100mA, 1A","100nA (ICBO)","40 @ 100mA, 1V","1W","50MHz","-55°C ~ 150°C (TJ)","Through Hole","TO-226-3, TO-92-3 Long Body (Formed Leads)","TO-92"
http://www.onsemi.com/pub_link/Collateral/BDV65B-D.PDF,//media.digikey.com/photos/On%20Semi%20Photos/488-TO-218.jpg,BDV65B-ND,BDV65B,ON Semiconductor,TRANS NPN DARL 100V 10A TO-218,0,0,"Call","0","450","Tube","-","Obsolete","NPN - Darlington","10A","100V","2V @ 20mA, 5A","1mA","1000 @ 5A, 4V","125W","-","-65°C ~ 150°C (TJ)","Through Hole","TO-218-3","SOT-93"
http://www.onsemi.com/pub_link/Collateral/BDW42-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/TO-220-3.jpg,BDW42-ND,BDW42,ON Semiconductor,TRANS NPN DARL 100V 15A TO-220AB,0,0,"Call","0","1050","Tube","-","Obsolete","NPN - Darlington","15A","100V","3V @ 50mA, 10A","2mA","1000 @ 5A, 4V","85W","4MHz","-55°C ~ 150°C (TJ)","Through Hole","TO-220-3","TO-220AB"
http://www.onsemi.com/pub_link/Collateral/BDW42-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/TO-220-3.jpg,BDW46-ND,BDW46,ON Semiconductor,TRANS PNP DARL 80V 15A TO-220AB,0,0,"Call","0","1050","Tube","-","Obsolete","PNP - Darlington","15A","80V","3V @ 50mA, 10A","2mA","1000 @ 5A, 4V","85W","4MHz","-55°C ~ 150°C (TJ)","Through Hole","TO-220-3","TO-220AB"
http://www.onsemi.com/pub_link/Collateral/BDX53B-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/TO-220-3.jpg,BDX53B-ND,BDX53B,ON Semiconductor,TRANS NPN DARL 80V 8A TO-220AB,0,0,"Call","0","1000","Tube","-","Obsolete","NPN - Darlington","8A","80V","2V @ 12mA, 3A","500µA","750 @ 3A, 3V","65W","-","-65°C ~ 150°C (TJ)","Through Hole","TO-220-3","TO-220AB"
