Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Transistor Type","Current - Collector (Ic) (Max)","Voltage - Collector Emitter Breakdown (Max)","Resistor - Base (R1) (Ohms)","Vce Saturation (Max) @ Ib, Ic","Current - Collector Cutoff (Max)","Resistor - Emitter Base (R2) (Ohms)","DC Current Gain (hFE) (Min) @ Ic, Vce","Power - Max","Frequency - Transition","Operating Temperature","Mounting Type","Package / Case","Supplier Device Package"
https://www.fairchildsemi.com/datasheets/BC/BC556.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",BC559BTACT-ND,BC559BTA,Fairchild Semiconductor,TRANS PNP 30V 0.1A TO-92,3656,166000,"0.21000","0","1","Cut Tape (CT)","-","Active","PNP","100mA","30V","650mV @ 5mA, 100mA","15nA (ICBO)","200 @ 2mA, 5V","500mW","150MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
http://www.onsemi.com/pub_link/Collateral/MMBTA13LT1-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/SOT-23-3_527AG.jpg,MMBTA13LT1GOSTR-ND,MMBTA13LT1G,ON Semiconductor,TRANS NPN DARL 30V 0.3A SOT23,18000,0,"0.03522","0","3000","Tape & Reel (TR)","-","Active","NPN - Darlington","300mA","30V","1.5V @ 100µA, 100mA","100nA (ICBO)","10000 @ 100mA, 5V","225mW","125MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3 (TO-236)"
http://www.onsemi.com/pub_link/Collateral/MMBTA13LT1-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/SOT-23-3_527AG.jpg,MMBTA13LT1GOSCT-ND,MMBTA13LT1G,ON Semiconductor,TRANS NPN DARL 30V 0.3A SOT23,19914,0,"0.20000","0","1","Cut Tape (CT)","-","Active","NPN - Darlington","300mA","30V","1.5V @ 100µA, 100mA","100nA (ICBO)","10000 @ 100mA, 5V","225mW","125MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3 (TO-236)"
http://www.onsemi.com/pub_link/Collateral/MMBTA13LT1-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/SOT-23-3_527AG.jpg,MMBTA13LT1GOSDKR-ND,MMBTA13LT1G,ON Semiconductor,TRANS NPN DARL 30V 0.3A SOT23,19914,0,"Calculate","0","1","Digi-Reel®","-","Active","NPN - Darlington","300mA","30V","1.5V @ 100µA, 100mA","100nA (ICBO)","10000 @ 100mA, 5V","225mW","125MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3 (TO-236)"
http://www.onsemi.com/pub_link/Collateral/MMBT2222AM3-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/SOT-723_631AA.jpg,MMBT2222AM3T5GOSTR-ND,MMBT2222AM3T5G,ON Semiconductor,TRANS NPN 40V 0.6A SOT-723,16000,168000,"0.03524","0","8000","Tape & Reel (TR)","-","Active","NPN","600mA","40V","1V @ 50mA, 500mA","10nA (ICBO)","100 @ 150mA, 10V","640mW","300MHz","-55°C ~ 150°C (TJ)","Surface Mount","SOT-723","SOT-723"
http://www.onsemi.com/pub_link/Collateral/MMBT2222AM3-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/SOT-723_631AA.jpg,MMBT2222AM3T5GOSCT-ND,MMBT2222AM3T5G,ON Semiconductor,TRANS NPN 40V 0.6A SOT-723,27570,168000,"0.26000","0","1","Cut Tape (CT)","-","Active","NPN","600mA","40V","1V @ 50mA, 500mA","10nA (ICBO)","100 @ 150mA, 10V","640mW","300MHz","-55°C ~ 150°C (TJ)","Surface Mount","SOT-723","SOT-723"
http://www.onsemi.com/pub_link/Collateral/MMBT2222AM3-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/SOT-723_631AA.jpg,MMBT2222AM3T5GOSDKR-ND,MMBT2222AM3T5G,ON Semiconductor,TRANS NPN 40V 0.6A SOT-723,27570,168000,"Calculate","0","1","Digi-Reel®","-","Active","NPN","600mA","40V","1V @ 50mA, 500mA","10nA (ICBO)","100 @ 150mA, 10V","640mW","300MHz","-55°C ~ 150°C (TJ)","Surface Mount","SOT-723","SOT-723"
https://www.fairchildsemi.com/datasheets/PN/PN2222A.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3%20Formed%20Leads.jpg,PN2222ATATB-ND,PN2222ATA,Fairchild Semiconductor,TRANS NPN 40V 1A TO92,6000,180000,"0.03542","0","2000","Tape & Box (TB)","-","Active","NPN","1A","40V","1V @ 50mA, 500mA","10nA (ICBO)","100 @ 150mA, 10V","625mW","300MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
https://www.fairchildsemi.com/datasheets/PN/PN2222A.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3%20Formed%20Leads.jpg,PN2222ATACT-ND,PN2222ATA,Fairchild Semiconductor,TRANS NPN 40V 1A TO92,6624,180000,"0.21000","0","1","Cut Tape (CT)","-","Active","NPN","1A","40V","1V @ 50mA, 500mA","10nA (ICBO)","100 @ 150mA, 10V","625mW","300MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
https://www.fairchildsemi.com/datasheets/MM/MMBT2369A.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-3%20PKG.jpg,MMBT2369ATR-ND,MMBT2369A,Fairchild Semiconductor,TRANS NPN 15V 0.2A SOT-23,12000,0,"0.03545","0","3000","Tape & Reel (TR)","-","Active","NPN","200mA","15V","500mV @ 10mA, 100mA","400nA (ICBO)","40 @ 10mA, 1V","225mW","-","-55°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
https://www.fairchildsemi.com/datasheets/MM/MMBT2369A.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-3%20PKG.jpg,MMBT2369ACT-ND,MMBT2369A,Fairchild Semiconductor,TRANS NPN 15V 0.2A SOT-23,14751,0,"0.21000","0","1","Cut Tape (CT)","-","Active","NPN","200mA","15V","500mV @ 10mA, 100mA","400nA (ICBO)","40 @ 10mA, 1V","225mW","-","-55°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
