112823,BC546B,ON Semiconductor,manufacturer
112823,BC546B,NPN,polarity
112823,BC546B,3,pin_count
112823,BC546B,65,ce_v_max
112823,BC546B,V,ce_v_unit
112823,BC546B,80,cb_v_max
112823,BC546B,V,cb_v_unit
112823,BC546B,6,eb_v_max
112823,BC546B,V,eb_v_unit
112823,BC546B,100,c_current_max
112823,BC546B,mA,c_current_unit
112823,BC546B,625,dev_dissipation
112823,BC546B,mW,dev_dissipation_unit
112823,BC546B,-55,stg_temp_min
112823,BC546B,150,stg_temp_max
112823,BC546B,C,stg_temp_unit
112823,BC546B,200,dc_gain_min
112823,BC547A,ON Semiconductor,manufacturer
112823,BC547A,NPN,polarity
112823,BC547A,3,pin_count
112823,BC547A,45,ce_v_max
112823,BC547A,V,ce_v_unit
112823,BC547A,50,cb_v_max
112823,BC547A,V,cb_v_unit
112823,BC547A,6,eb_v_max
112823,BC547A,V,eb_v_unit
112823,BC547A,100,c_current_max
112823,BC547A,mA,c_current_unit
112823,BC547A,625,dev_dissipation
112823,BC547A,mW,dev_dissipation_unit
112823,BC547A,-55,stg_temp_min
112823,BC547A,150,stg_temp_max
112823,BC547A,C,stg_temp_unit
112823,BC547A,110,dc_gain_min
112823,BC547B,ON Semiconductor,manufacturer
112823,BC547B,NPN,polarity
112823,BC547B,3,pin_count
112823,BC547B,45,ce_v_max
112823,BC547B,V,ce_v_unit
112823,BC547B,50,cb_v_max
112823,BC547B,V,cb_v_unit
112823,BC547B,6,eb_v_max
112823,BC547B,V,eb_v_unit
112823,BC547B,100,c_current_max
112823,BC547B,mA,c_current_unit
112823,BC547B,625,dev_dissipation
112823,BC547B,mW,dev_dissipation_unit
112823,BC547B,-55,stg_temp_min
112823,BC547B,150,stg_temp_max
112823,BC547B,C,stg_temp_unit
112823,BC547B,200,dc_gain_min
112823,BC547C,ON Semiconductor,manufacturer
112823,BC547C,NPN,polarity
112823,BC547C,3,pin_count
112823,BC547C,45,ce_v_max
112823,BC547C,V,ce_v_unit
112823,BC547C,50,cb_v_max
112823,BC547C,V,cb_v_unit
112823,BC547C,6,eb_v_max
112823,BC547C,V,eb_v_unit
112823,BC547C,100,c_current_max
112823,BC547C,mA,c_current_unit
112823,BC547C,625,dev_dissipation
112823,BC547C,mW,dev_dissipation_unit
112823,BC547C,-55,stg_temp_min
112823,BC547C,150,stg_temp_max
112823,BC547C,C,stg_temp_unit
112823,BC547C,420,dc_gain_min
112823,BC548B,ON Semiconductor,manufacturer
112823,BC548B,NPN,polarity
112823,BC548B,3,pin_count
112823,BC548B,30,ce_v_max
112823,BC548B,V,ce_v_unit
112823,BC548B,30,cb_v_max
112823,BC548B,V,cb_v_unit
112823,BC548B,6,eb_v_max
112823,BC548B,V,eb_v_unit
112823,BC548B,100,c_current_max
112823,BC548B,mA,c_current_unit
112823,BC548B,625,dev_dissipation
112823,BC548B,mW,dev_dissipation_unit
112823,BC548B,-55,stg_temp_min
112823,BC548B,150,stg_temp_max
112823,BC548B,C,stg_temp_unit
112823,BC548B,200,dc_gain_min
112823,BC548C,ON Semiconductor,manufacturer
112823,BC548C,NPN,polarity
112823,BC548C,3,pin_count
112823,BC548C,30,ce_v_max
112823,BC548C,V,ce_v_unit
112823,BC548C,30,cb_v_max
112823,BC548C,V,cb_v_unit
112823,BC548C,6,eb_v_max
112823,BC548C,V,eb_v_unit
112823,BC548C,100,c_current_max
112823,BC548C,mA,c_current_unit
112823,BC548C,625,dev_dissipation
112823,BC548C,mW,dev_dissipation_unit
112823,BC548C,-55,stg_temp_min
112823,BC548C,150,stg_temp_max
112823,BC548C,C,stg_temp_unit
112823,BC548C,420,dc_gain_min
2N3906-D,2N3906,ON Semiconductor,manufacturer
2N3906-D,2N3906,PNP,polarity
2N3906-D,2N3906,3,pin_count
2N3906-D,2N3906,40,ce_v_max
2N3906-D,2N3906,V,ce_v_unit
2N3906-D,2N3906,40,cb_v_max
2N3906-D,2N3906,V,cb_v_unit
2N3906-D,2N3906,5,eb_v_max
2N3906-D,2N3906,V,eb_v_unit
2N3906-D,2N3906,200,c_current_max
2N3906-D,2N3906,mA,c_current_unit
2N3906-D,2N3906,625,dev_dissipation
2N3906-D,2N3906,mW,dev_dissipation_unit
2N3906-D,2N3906,-55,stg_temp_min
2N3906-D,2N3906,150,stg_temp_max
2N3906-D,2N3906,C,stg_temp_unit
2N3906-D,2N3906,30,dc_gain_min
2N3906-D,2N3906,60,dc_gain_min
2N3906-D,2N3906,80,dc_gain_min
2N3906-D,2N3906,100,dc_gain_min
2N3906,2N3906,Fairchild,manufacturer
2N3906,2N3906,PNP,polarity
2N3906,2N3906,3,pin_count
2N3906,2N3906,-40,ce_v_max
2N3906,2N3906,V,ce_v_unit
2N3906,2N3906,-40,cb_v_max
2N3906,2N3906,V,cb_v_unit
2N3906,2N3906,-5,eb_v_max
2N3906,2N3906,V,eb_v_unit
2N3906,2N3906,-200,c_current_max
2N3906,2N3906,mA,c_current_unit
2N3906,2N3906,625,dev_dissipation
2N3906,2N3906,mW,dev_dissipation_unit
2N3906,2N3906,-55,stg_temp_min
2N3906,2N3906,150,stg_temp_max
2N3906,2N3906,C,stg_temp_unit
2N3906,2N3906,30,dc_gain_min
2N3906,2N3906,60,dc_gain_min
2N3906,2N3906,80,dc_gain_min
2N3906,2N3906,100,dc_gain_min
2N3906,MMBT3906,Fairchild,manufacturer
2N3906,MMBT3906,PNP,polarity
2N3906,MMBT3906,3,pin_count
2N3906,MMBT3906,-40,ce_v_max
2N3906,MMBT3906,V,ce_v_unit
2N3906,MMBT3906,-40,cb_v_max
2N3906,MMBT3906,V,cb_v_unit
2N3906,MMBT3906,-5,eb_v_max
2N3906,MMBT3906,V,eb_v_unit
2N3906,MMBT3906,-200,c_current_max
2N3906,MMBT3906,mA,c_current_unit
2N3906,MMBT3906,350,dev_dissipation
2N3906,MMBT3906,mW,dev_dissipation_unit
2N3906,MMBT3906,-55,stg_temp_min
2N3906,MMBT3906,150,stg_temp_max
2N3906,MMBT3906,C,stg_temp_unit
2N3906,MMBT3906,30,dc_gain_min
2N3906,MMBT3906,60,dc_gain_min
2N3906,MMBT3906,80,dc_gain_min
2N3906,MMBT3906,100,dc_gain_min
2N3906,PZT3906,Fairchild,manufacturer
2N3906,PZT3906,PNP,polarity
2N3906,PZT3906,4,pin_count
2N3906,PZT3906,-40,ce_v_max
2N3906,PZT3906,V,ce_v_unit
2N3906,PZT3906,-40,cb_v_max
2N3906,PZT3906,V,cb_v_unit
2N3906,PZT3906,-5,eb_v_max
2N3906,PZT3906,V,eb_v_unit
2N3906,PZT3906,-200,c_current_max
2N3906,PZT3906,mA,c_current_unit
2N3906,PZT3906,1000,dev_dissipation
2N3906,PZT3906,mW,dev_dissipation_unit
2N3906,PZT3906,-55,stg_temp_min
2N3906,PZT3906,150,stg_temp_max
2N3906,PZT3906,C,stg_temp_unit
2N3906,PZT3906,30,dc_gain_min
2N3906,PZT3906,60,dc_gain_min
2N3906,PZT3906,80,dc_gain_min
2N3906,PZT3906,100,dc_gain_min
2N4123-D,2N4123,ON Semiconductor,manufacturer
2N4123-D,2N4123,NPN,polarity
2N4123-D,2N4123,3,pin_count
2N4123-D,2N4123,30,ce_v_max
2N4123-D,2N4123,V,ce_v_unit
2N4123-D,2N4123,40,cb_v_max
2N4123-D,2N4123,V,cb_v_unit
2N4123-D,2N4123,5,eb_v_max
2N4123-D,2N4123,V,eb_v_unit
2N4123-D,2N4123,200,c_current_max
2N4123-D,2N4123,mA,c_current_unit
2N4123-D,2N4123,625,dev_dissipation
2N4123-D,2N4123,mW,dev_dissipation_unit
2N4123-D,2N4123,-55,stg_temp_min
2N4123-D,2N4123,150,stg_temp_max
2N4123-D,2N4123,C,stg_temp_unit
2N4123-D,2N4123,25,dc_gain_min
2N4123-D,2N4123,50,dc_gain_min
2N4123-D,2N4124,ON Semiconductor,manufacturer
2N4123-D,2N4124,NPN,polarity
2N4123-D,2N4124,3,pin_count
2N4123-D,2N4124,25,ce_v_max
2N4123-D,2N4124,V,ce_v_unit
2N4123-D,2N4124,30,cb_v_max
2N4123-D,2N4124,V,cb_v_unit
2N4123-D,2N4124,5,eb_v_max
2N4123-D,2N4124,V,eb_v_unit
2N4123-D,2N4124,200,c_current_max
2N4123-D,2N4124,mA,c_current_unit
2N4123-D,2N4124,625,dev_dissipation
2N4123-D,2N4124,mW,dev_dissipation_unit
2N4123-D,2N4124,-55,stg_temp_min
2N4123-D,2N4124,150,stg_temp_max
2N4123-D,2N4124,C,stg_temp_unit
2N4123-D,2N4124,60,dc_gain_min
2N4123-D,2N4124,120,dc_gain_min
2N4124,2N4124,Fairchild,manufacturer
2N4124,2N4124,NPN,polarity
2N4124,2N4124,3,pin_count
2N4124,2N4124,25,ce_v_max
2N4124,2N4124,V,ce_v_unit
2N4124,2N4124,30,cb_v_max
2N4124,2N4124,V,cb_v_unit
2N4124,2N4124,5,eb_v_max
2N4124,2N4124,V,eb_v_unit
2N4124,2N4124,200,c_current_max
2N4124,2N4124,mA,c_current_unit
2N4124,2N4124,625,dev_dissipation
2N4124,2N4124,mW,dev_dissipation_unit
2N4124,2N4124,-55,stg_temp_min
2N4124,2N4124,150,stg_temp_max
2N4124,2N4124,C,stg_temp_unit
2N4124,2N4124,60,dc_gain_min
2N4124,2N4124,120,dc_gain_min
2N4124,MMBT4124,Fairchild,manufacturer
2N4124,MMBT4124,NPN,polarity
2N4124,MMBT4124,3,pin_count
2N4124,MMBT4124,25,ce_v_max
2N4124,MMBT4124,V,ce_v_unit
2N4124,MMBT4124,30,cb_v_max
2N4124,MMBT4124,V,cb_v_unit
2N4124,MMBT4124,5,eb_v_max
2N4124,MMBT4124,V,eb_v_unit
2N4124,MMBT4124,200,c_current_max
2N4124,MMBT4124,mA,c_current_unit
2N4124,MMBT4124,350,dev_dissipation
2N4124,MMBT4124,mW,dev_dissipation_unit
2N4124,MMBT4124,-55,stg_temp_min
2N4124,MMBT4124,150,stg_temp_max
2N4124,MMBT4124,C,stg_temp_unit
2N4124,MMBT4124,60,dc_gain_min
2N4124,MMBT4124,120,dc_gain_min
2N6426-D,2N6426,ON Semiconductor,manufacturer
2N6426-D,2N6426,NPN,polarity
2N6426-D,2N6426,3,pin_count
2N6426-D,2N6426,40,ce_v_max
