STMicroelectronics_D45H11FP.pdf,D44H11FP,Polarity,NPN
STMicroelectronics_D45H11FP.pdf,D44H11FP,Collector-Emitter Voltage Max,80
STMicroelectronics_D45H11FP.pdf,D44H11FP,Emitter-Base Voltage Max,5
STMicroelectronics_D45H11FP.pdf,D44H11FP,Collector Current Continuous Max,10.0
STMicroelectronics_D45H11FP.pdf,D44H11FP,Total Power Dissipation,36.0
STMicroelectronics_D45H11FP.pdf,D44H11FP,Storage Temperature Min,-55
STMicroelectronics_D45H11FP.pdf,D44H11FP,Storage Temperature Max,150
STMicroelectronics_D45H11FP.pdf,D44H11FP,DC Current Gain Min,60.0
STMicroelectronics_D45H11FP.pdf,D44H11FP,DC Current Gain Min,40.0
STMicroelectronics_D45H11FP.pdf,D45H11FP,Polarity,PNP
STMicroelectronics_D45H11FP.pdf,D45H11FP,Collector-Emitter Voltage Max,80
STMicroelectronics_D45H11FP.pdf,D45H11FP,Emitter-Base Voltage Max,5
STMicroelectronics_D45H11FP.pdf,D45H11FP,Collector Current Continuous Max,10.0
STMicroelectronics_D45H11FP.pdf,D45H11FP,Total Power Dissipation,36.0
STMicroelectronics_D45H11FP.pdf,D45H11FP,Storage Temperature Min,-55
STMicroelectronics_D45H11FP.pdf,D45H11FP,Storage Temperature Max,150
STMicroelectronics_D45H11FP.pdf,D45H11FP,DC Current Gain Min,60.0
STMicroelectronics_D45H11FP.pdf,D45H11FP,DC Current Gain Min,40.0
MicroCommercialCo_MMBT3904TP.pdf,MMBT3904,Polarity,NPN
MicroCommercialCo_MMBT3904TP.pdf,MMBT3904,Collector Current Continuous Max,50.0
MicroCommercialCo_MMBT3904TP.pdf,MMBT3904,Total Power Dissipation,350.0
MicroCommercialCo_MMBT3904TP.pdf,MMBT3904,Storage Temperature Min,-55
MicroCommercialCo_MMBT3904TP.pdf,MMBT3904,Storage Temperature Max,150
MicroCommercialCo_MMBT3904TP.pdf,MMBT3904,DC Current Gain Min,40.0
MicroCommercialCo_MMBT3904TP.pdf,MMBT3904,DC Current Gain Min,70.0
MicroCommercialCo_MMBT3904TP.pdf,MMBT3904,DC Current Gain Min,100.0
MicroCommercialCo_MMBT3904TP.pdf,MMBT3904,DC Current Gain Min,60.0
MicroCommercialCo_MMBT3904TP.pdf,MMBT3904,DC Current Gain Min,30.0
Sanken_2SC5100.pdf,2SC5100,Polarity,NPN
Sanken_2SC5100.pdf,2SC5100,Collector-Emitter Voltage Max,120
Sanken_2SC5100.pdf,2SC5100,Collector-Base Voltage Max,160
Sanken_2SC5100.pdf,2SC5100,Emitter-Base Voltage Max,6
Sanken_2SC5100.pdf,2SC5100,Collector Current Continuous Max,8.0
Sanken_2SC5100.pdf,2SC5100,Total Power Dissipation,75.0
Sanken_2SC5100.pdf,2SC5100,Storage Temperature Min,-55
Sanken_2SC5100.pdf,2SC5100,Storage Temperature Max,150
Sanken_STD01N.pdf,STD01N,Polarity,NPN
Sanken_STD01N.pdf,STD01N,Collector-Emitter Voltage Max,150
Sanken_STD01N.pdf,STD01N,Collector-Base Voltage Max,150
Sanken_STD01N.pdf,STD01N,Emitter-Base Voltage Max,5
Sanken_STD01N.pdf,STD01N,Collector Current Continuous Max,10.0
Sanken_STD01N.pdf,STD01N,Total Power Dissipation,100.0
Sanken_STD01N.pdf,STD01N,Storage Temperature Min,-55
Sanken_STD01N.pdf,STD01N,Storage Temperature Max,150
Sanken_STD01N.pdf,STD01N,DC Current Gain Min,5000.0
Sanken_STD01N.pdf,STD01P,Polarity,PNP
Sanken_STD01N.pdf,STD01P,Collector-Emitter Voltage Max,150
Sanken_STD01N.pdf,STD01P,Collector-Base Voltage Max,150
Sanken_STD01N.pdf,STD01P,Emitter-Base Voltage Max,5
Sanken_STD01N.pdf,STD01P,Collector Current Continuous Max,10.0
Sanken_STD01N.pdf,STD01P,Total Power Dissipation,100.0
Sanken_STD01N.pdf,STD01P,Storage Temperature Min,-55
Sanken_STD01N.pdf,STD01P,Storage Temperature Max,150
Sanken_STD01N.pdf,STD01P,DC Current Gain Min,5000.0
DiodesIncorporated_ZTX603STZ.pdf,ZTX602,Polarity,NPN
DiodesIncorporated_ZTX603STZ.pdf,ZTX602,Collector-Emitter Voltage Max,60
DiodesIncorporated_ZTX603STZ.pdf,ZTX602,Collector-Base Voltage Max,80
DiodesIncorporated_ZTX603STZ.pdf,ZTX602,Emitter-Base Voltage Max,10
DiodesIncorporated_ZTX603STZ.pdf,ZTX602,Collector Current Continuous Max,1.0
DiodesIncorporated_ZTX603STZ.pdf,ZTX602,Total Power Dissipation,1.0
DiodesIncorporated_ZTX603STZ.pdf,ZTX602,Storage Temperature Min,-55
DiodesIncorporated_ZTX603STZ.pdf,ZTX602,Storage Temperature Max,200
DiodesIncorporated_ZTX603STZ.pdf,ZTX602,DC Current Gain Min,2000.0
DiodesIncorporated_ZTX603STZ.pdf,ZTX602,DC Current Gain Min,5000.0
DiodesIncorporated_ZTX603STZ.pdf,ZTX602,DC Current Gain Min,2000.0
DiodesIncorporated_ZTX603STZ.pdf,ZTX602,DC Current Gain Min,0.5
DiodesIncorporated_ZTX603STZ.pdf,ZTX603,Polarity,NPN
DiodesIncorporated_ZTX603STZ.pdf,ZTX603,Collector-Emitter Voltage Max,80
DiodesIncorporated_ZTX603STZ.pdf,ZTX603,Collector-Base Voltage Max,100
DiodesIncorporated_ZTX603STZ.pdf,ZTX603,Emitter-Base Voltage Max,10
DiodesIncorporated_ZTX603STZ.pdf,ZTX603,Collector Current Continuous Max,1.0
DiodesIncorporated_ZTX603STZ.pdf,ZTX603,Total Power Dissipation,1.0
DiodesIncorporated_ZTX603STZ.pdf,ZTX603,Storage Temperature Min,-55
DiodesIncorporated_ZTX603STZ.pdf,ZTX603,Storage Temperature Max,200
DiodesIncorporated_ZTX603STZ.pdf,ZTX603,DC Current Gain Min,2000.0
DiodesIncorporated_ZTX603STZ.pdf,ZTX603,DC Current Gain Min,5000.0
DiodesIncorporated_ZTX603STZ.pdf,ZTX603,DC Current Gain Min,2000.0
DiodesIncorporated_ZTX603STZ.pdf,ZTX603,DC Current Gain Min,0.5
DiodesIncorporated_FCX491ATA.pdf,FCX491A,Polarity,NPN
DiodesIncorporated_FCX491ATA.pdf,FCX491A,Collector-Emitter Voltage Max,40
DiodesIncorporated_FCX491ATA.pdf,FCX491A,Collector-Base Voltage Max,40
DiodesIncorporated_FCX491ATA.pdf,FCX491A,Emitter-Base Voltage Max,7
DiodesIncorporated_FCX491ATA.pdf,FCX491A,Collector Current Continuous Max,1.0
DiodesIncorporated_FCX491ATA.pdf,FCX491A,Total Power Dissipation,1.0
DiodesIncorporated_FCX491ATA.pdf,FCX491A,Storage Temperature Min,-65
DiodesIncorporated_FCX491ATA.pdf,FCX491A,Storage Temperature Max,150
DiodesIncorporated_FCX491ATA.pdf,FCX491A,DC Current Gain Min,300.0
DiodesIncorporated_FCX491ATA.pdf,FCX491A,DC Current Gain Min,300.0
DiodesIncorporated_FCX491ATA.pdf,FCX491A,DC Current Gain Min,200.0
DiodesIncorporated_FCX491ATA.pdf,FCX491A,DC Current Gain Min,35.0
DiodesIncorporated_ZTX415STZ.pdf,ZTX415,Polarity,NPN
DiodesIncorporated_ZTX415STZ.pdf,ZTX415,Collector-Emitter Voltage Max,100
DiodesIncorporated_ZTX415STZ.pdf,ZTX415,Collector-Base Voltage Max,260
DiodesIncorporated_ZTX415STZ.pdf,ZTX415,Emitter-Base Voltage Max,6
